NEW,O-5,BUY,102,16,1786137004255,5
NEW,O-3,BUY,96,20,1786137004255,3
NEW,O-7,SELL,97,1,1786137004267,7
NEW,O-4,BUY,99,3,1786137004255,4
NEW,O-8,SELL,99,10,1786137004268,8
NEW,O-9,SELL,109,19,1786137004268,9
NEW,O-10,SELL,90,12,1786137004268,10
NEW,O-11,SELL,102,6,1786137004268,11
NEW,O-12,SELL,95,4,1786137004268,12
NEW,O-13,SELL,98,19,1786137004268,13
NEW,O-14,SELL,95,14,1786137004268,14
NEW,O-15,BUY,91,7,1786137004268,15
NEW,O-16,SELL,108,2,1786137004268,16
NEW,O-17,BUY,102,15,1786137004268,17
NEW,O-18,BUY,108,14,1786137004268,18
NEW,O-19,SELL,103,20,1786137004268,19
NEW,O-20,BUY,96,1,1786137004268,20
NEW,O-21,SELL,100,6,1786137004268,21
NEW,O-2,SELL,99,1,1786137004255,2
NEW,O-22,BUY,109,15,1786137004268,22
NEW,O-23,BUY,101,13,1786137004268,23
NEW,O-24,SELL,103,15,1786137004268,24
NEW,O-25,BUY,101,4,1786137004268,25
NEW,O-26,SELL,98,19,1786137004268,26
NEW,O-27,SELL,101,15,1786137004268,27
NEW,O-28,BUY,98,8,1786137004268,28
NEW,O-29,SELL,103,18,1786137004268,29
NEW,O-30,SELL,105,5,1786137004268,30
NEW,O-31,BUY,109,14,1786137004268,31
NEW,O-32,BUY,110,2,1786137004268,32
NEW,O-33,SELL,96,13,1786137004268,33
NEW,O-34,BUY,94,19,1786137004268,34
NEW,O-35,SELL,101,19,1786137004268,35
NEW,O-36,BUY,90,12,1786137004268,36
NEW,O-37,BUY,96,1,1786137004268,37
NEW,O-38,BUY,101,16,1786137004268,38
NEW,O-39,SELL,99,3,1786137004268,39
NEW,O-40,SELL,108,3,1786137004268,40
NEW,O-41,BUY,95,3,1786137004268,41
NEW,O-42,SELL,90,9,1786137004268,42
NEW,O-43,SELL,110,12,1786137004268,43
NEW,O-44,SELL,101,7,1786137004268,44
NEW,O-45,SELL,105,13,1786137004268,45
NEW,O-46,SELL,98,15,1786137004268,46
NEW,O-47,BUY,109,10,1786137004268,47
NEW,O-48,BUY,90,10,1786137004268,48
NEW,O-49,BUY,106,4,1786137004268,49
NEW,O-50,BUY,97,3,1786137004268,50
NEW,O-51,BUY,99,7,1786137004268,51
NEW,O-52,SELL,103,14,1786137004268,52
NEW,O-53,SELL,95,8,1786137004268,53
NEW,O-54,BUY,108,15,1786137004268,54
NEW,O-55,BUY,99,1,1786137004268,55
NEW,O-56,BUY,95,18,1786137004268,56
NEW,O-57,SELL,102,13,1786137004268,57
NEW,O-58,BUY,96,18,1786137004268,58
NEW,O-59,BUY,91,2,1786137004268,59
NEW,O-60,SELL,105,20,1786137004268,60
NEW,O-61,BUY,98,13,1786137004268,61
NEW,O-62,BUY,93,7,1786137004268,62
NEW,O-63,BUY,109,18,1786137004268,63
NEW,O-64,SELL,108,4,1786137004268,64
NEW,O-65,SELL,107,15,1786137004268,65
NEW,O-66,SELL,90,9,1786137004268,66
NEW,O-67,SELL,101,7,1786137004268,67
NEW,O-68,BUY,103,18,1786137004268,68
NEW,O-70,BUY,92,9,1786137004268,70
NEW,O-71,SELL,108,16,1786137004268,71
NEW,O-72,SELL,90,11,1786137004268,72
NEW,O-69,SELL,102,6,1786137004268,69
NEW,O-73,SELL,107,7,1786137004268,73
NEW,O-74,BUY,95,1,1786137004268,74
NEW,O-75,SELL,96,9,1786137004268,75
NEW,O-77,SELL,90,9,1786137004268,77
NEW,O-76,SELL,107,20,1786137004268,76
NEW,O-78,BUY,101,4,1786137004268,78
NEW,O-79,BUY,103,6,1786137004268,79
NEW,O-81,BUY,107,18,1786137004268,81
NEW,O-80,SELL,108,9,1786137004268,80
NEW,O-82,BUY,105,3,1786137004268,82
NEW,O-84,SELL,108,20,1786137004268,84
NEW,O-85,SELL,98,3,1786137004268,85
NEW,O-86,BUY,102,9,1786137004268,86
NEW,O-87,SELL,96,5,1786137004268,87
NEW,O-88,BUY,106,16,1786137004268,88
NEW,O-89,SELL,105,10,1786137004268,89
NEW,O-83,BUY,108,19,1786137004268,83
NEW,O-90,SELL,94,14,1786137004268,90
NEW,O-91,SELL,109,19,1786137004268,91
NEW,O-93,SELL,101,9,1786137004268,93
NEW,O-92,SELL,108,3,1786137004268,92
NEW,O-94,SELL,99,3,1786137004268,94
NEW,O-95,BUY,95,8,1786137004268,95
NEW,O-97,SELL,90,7,1786137004268,97
NEW,O-96,BUY,98,2,1786137004268,96
NEW,O-98,SELL,100,12,1786137004269,98
NEW,O-99,BUY,94,1,1786137004269,99
NEW,O-100,SELL,106,11,1786137004269,100
NEW,O-102,SELL,99,17,1786137004269,102
NEW,O-103,SELL,99,5,1786137004269,103
NEW,O-101,SELL,100,10,1786137004269,101
NEW,O-104,BUY,90,15,1786137004269,104
NEW,O-105,BUY,107,8,1786137004269,105
NEW,O-107,BUY,102,19,1786137004269,107
NEW,O-106,SELL,92,10,1786137004269,106
NEW,O-109,SELL,91,20,1786137004269,109
NEW,O-108,BUY,98,6,1786137004269,108
NEW,O-110,BUY,91,18,1786137004269,110
NEW,O-111,SELL,103,17,1786137004269,111
NEW,O-112,BUY,108,2,1786137004269,112
NEW,O-113,SELL,90,7,1786137004269,113
NEW,O-114,BUY,101,11,1786137004269,114
NEW,O-115,SELL,109,7,1786137004269,115
NEW,O-116,BUY,97,11,1786137004269,116
NEW,O-117,BUY,98,19,1786137004269,117
NEW,O-118,BUY,105,20,1786137004269,118
NEW,O-120,BUY,106,16,1786137004269,120
NEW,O-121,BUY,104,18,1786137004269,121
NEW,O-119,SELL,108,14,1786137004269,119
NEW,O-122,BUY,91,16,1786137004269,122
NEW,O-123,BUY,94,20,1786137004269,123
NEW,O-124,BUY,105,11,1786137004269,124
NEW,O-125,BUY,97,1,1786137004269,125
NEW,O-126,SELL,93,1,1786137004269,126
NEW,O-127,BUY,102,8,1786137004269,127
NEW,O-128,BUY,94,10,1786137004269,128
NEW,O-130,BUY,110,7,1786137004269,130
NEW,O-129,BUY,96,10,1786137004269,129
NEW,O-131,SELL,98,13,1786137004269,131
NEW,O-132,BUY,106,13,1786137004269,132
NEW,O-133,SELL,92,6,1786137004269,133
NEW,O-134,BUY,109,14,1786137004269,134
NEW,O-135,BUY,96,14,1786137004269,135
NEW,O-137,BUY,107,12,1786137004269,137
NEW,O-136,BUY,109,9,1786137004269,136
NEW,O-138,SELL,97,4,1786137004269,138
NEW,O-139,BUY,90,4,1786137004269,139
NEW,O-141,SELL,103,7,1786137004269,141
NEW,O-140,SELL,102,9,1786137004269,140
NEW,O-142,SELL,94,2,1786137004269,142
NEW,O-143,SELL,90,13,1786137004269,143
NEW,O-144,SELL,94,4,1786137004269,144
NEW,O-145,BUY,106,10,1786137004269,145
NEW,O-146,BUY,93,17,1786137004269,146
NEW,O-148,SELL,100,6,1786137004269,148
NEW,O-149,BUY,99,4,1786137004269,149
NEW,O-147,BUY,92,6,1786137004269,147
NEW,O-150,BUY,94,5,1786137004269,150
NEW,O-151,SELL,92,7,1786137004269,151
NEW,O-152,BUY,92,8,1786137004269,152
NEW,O-153,SELL,107,1,1786137004269,153
NEW,O-155,BUY,104,11,1786137004269,155
NEW,O-154,SELL,109,7,1786137004269,154
NEW,O-156,BUY,106,16,1786137004269,156
NEW,O-157,BUY,94,20,1786137004269,157
NEW,O-159,SELL,103,17,1786137004269,159
NEW,O-158,BUY,98,2,1786137004269,158
NEW,O-160,SELL,97,18,1786137004269,160
NEW,O-162,SELL,92,4,1786137004269,162
NEW,O-163,BUY,100,10,1786137004269,163
NEW,O-161,BUY,100,7,1786137004269,161
NEW,O-164,BUY,102,16,1786137004269,164
NEW,O-165,BUY,94,4,1786137004269,165
NEW,O-166,SELL,92,17,1786137004269,166
NEW,O-168,SELL,101,9,1786137004269,168
NEW,O-167,SELL,90,9,1786137004269,167
NEW,O-169,SELL,101,17,1786137004269,169
NEW,O-170,BUY,99,17,1786137004269,170
NEW,O-171,BUY,93,15,1786137004269,171
NEW,O-172,BUY,110,4,1786137004269,172
NEW,O-174,SELL,92,19,1786137004269,174
NEW,O-175,SELL,110,16,1786137004269,175
NEW,O-173,BUY,94,2,1786137004269,173
NEW,O-176,SELL,99,11,1786137004269,176
NEW,O-177,SELL,106,5,1786137004269,177
NEW,O-178,SELL,91,2,1786137004269,178
NEW,O-179,BUY,105,15,1786137004269,179
NEW,O-180,BUY,104,8,1786137004269,180
NEW,O-181,BUY,108,9,1786137004269,181
NEW,O-182,BUY,108,13,1786137004269,182
NEW,O-183,SELL,90,11,1786137004269,183
NEW,O-184,BUY,96,4,1786137004269,184
NEW,O-185,BUY,109,11,1786137004269,185
NEW,O-186,SELL,101,18,1786137004269,186
NEW,O-187,BUY,109,16,1786137004269,187
NEW,O-188,SELL,102,10,1786137004269,188
NEW,O-189,SELL,103,15,1786137004269,189
NEW,O-191,SELL,103,14,1786137004269,191
NEW,O-190,SELL,102,1,1786137004269,190
NEW,O-192,SELL,96,18,1786137004269,192
NEW,O-193,BUY,99,12,1786137004269,193
NEW,O-194,SELL,108,16,1786137004269,194
NEW,O-195,SELL,104,18,1786137004269,195
NEW,O-197,BUY,93,16,1786137004269,197
NEW,O-198,SELL,102,18,1786137004269,198
NEW,O-199,BUY,108,15,1786137004269,199
NEW,O-196,SELL,105,3,1786137004269,196
NEW,O-200,BUY,109,11,1786137004269,200
NEW,O-201,BUY,108,9,1786137004269,201
NEW,O-202,BUY,94,11,1786137004269,202
NEW,O-203,SELL,107,8,1786137004269,203
NEW,O-205,BUY,99,15,1786137004269,205
NEW,O-204,SELL,98,5,1786137004269,204
NEW,O-206,BUY,104,17,1786137004269,206
NEW,O-207,SELL,107,12,1786137004269,207
NEW,O-208,BUY,93,10,1786137004269,208
NEW,O-210,BUY,109,1,1786137004269,210
NEW,O-211,SELL,99,13,1786137004269,211
NEW,O-209,SELL,108,15,1786137004269,209
NEW,O-212,SELL,104,20,1786137004269,212
NEW,O-213,BUY,103,5,1786137004269,213
NEW,O-214,BUY,103,14,1786137004269,214
NEW,O-215,SELL,94,16,1786137004269,215
NEW,O-216,BUY,99,11,1786137004269,216
NEW,O-218,BUY,100,14,1786137004269,218
NEW,O-217,SELL,91,5,1786137004269,217
NEW,O-219,BUY,96,1,1786137004269,219
NEW,O-220,SELL,98,1,1786137004269,220
NEW,O-222,BUY,107,2,1786137004269,222
NEW,O-221,SELL,91,12,1786137004269,221
NEW,O-224,SELL,94,4,1786137004269,224
NEW,O-225,BUY,99,16,1786137004269,225
NEW,O-226,SELL,91,17,1786137004269,226
NEW,O-227,BUY,94,6,1786137004269,227
NEW,O-228,SELL,101,14,1786137004269,228
NEW,O-230,SELL,104,4,1786137004269,230
NEW,O-232,BUY,102,11,1786137004269,232
NEW,O-233,SELL,93,2,1786137004269,233
NEW,O-229,SELL,93,19,1786137004269,229
NEW,O-234,BUY,110,14,1786137004269,234
NEW,O-231,SELL,97,1,1786137004269,231
NEW,O-235,BUY,101,8,1786137004269,235
NEW,O-236,BUY,96,6,1786137004269,236
NEW,O-237,BUY,102,18,1786137004269,237
NEW,O-239,BUY,102,9,1786137004269,239
NEW,O-238,BUY,95,10,1786137004269,238
NEW,O-240,BUY,106,13,1786137004269,240
NEW,O-241,BUY,95,8,1786137004269,241
NEW,O-242,BUY,91,6,1786137004269,242
NEW,O-243,BUY,108,11,1786137004269,243
NEW,O-244,SELL,110,20,1786137004269,244
NEW,O-245,BUY,103,7,1786137004269,245
NEW,O-246,BUY,98,5,1786137004269,246
NEW,O-247,BUY,103,11,1786137004269,247
NEW,O-250,SELL,90,13,1786137004269,250
NEW,O-249,SELL,101,14,1786137004269,249
NEW,O-248,SELL,95,4,1786137004269,248
NEW,O-251,SELL,98,11,1786137004269,251
NEW,O-223,SELL,98,11,1786137004269,223
NEW,O-6,SELL,91,15,1786137004258,6
NEW,O-252,BUY,91,2,1786137004269,252
NEW,O-253,BUY,93,19,1786137004269,253
NEW,O-254,BUY,104,16,1786137004269,254
NEW,O-255,SELL,91,9,1786137004269,255
NEW,O-256,BUY,109,8,1786137004269,256
NEW,O-257,SELL,102,15,1786137004269,257
NEW,O-259,SELL,109,19,1786137004269,259
NEW,O-258,BUY,100,6,1786137004269,258
NEW,O-260,BUY,90,2,1786137004269,260
NEW,O-261,SELL,91,3,1786137004269,261
NEW,O-263,SELL,97,10,1786137004269,263
NEW,O-262,BUY,103,6,1786137004269,262
NEW,O-265,BUY,96,15,1786137004269,265
NEW,O-264,SELL,109,7,1786137004269,264
NEW,O-267,SELL,91,3,1786137004269,267
NEW,O-266,SELL,101,16,1786137004269,266
NEW,O-268,BUY,90,4,1786137004269,268
NEW,O-271,SELL,97,6,1786137004269,271
NEW,O-270,BUY,102,17,1786137004269,270
NEW,O-273,BUY,100,2,1786137004269,273
